Timestamp,time band,Unix timestamp,weekday/weedend ,activity level,activity,step count,lat,lon,place name,place category,place short name,num of apps,media usage,light,num of photos,sound setting
20150130_269,3,1.42E+12,0,0.5,{standing still=2| Unknown=2},0,34.04497,-118.264435,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_270,3,1.42E+12,0,0.200000003,{standing still=4| Unknown=1},0,34.04502,-118.26455,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_271,3,1.42E+12,0,0.200000003,{standing still=4| Unknown=1},0,34.045128,-118.26455,JW Marriot @ L.A. Live (Rosé Suite) | Fernando's Taco Inn | Downtown Car Wash,building | food | shops,Building | Tacos | Car Wash,1,0,0,0,0
20150130_272,3,1.42E+12,0,0,{standing still=4},0,34.04506,-118.26458,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_273,3,1.42E+12,0,0.166666672,{standing still=5| tiliting=1},0,34.045017,-118.26448,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,1,0,0
20150130_274,3,1.42E+12,0,1,{tiliting=1| Unknown=4},0,34.0451,-118.26452,JW Marriot @ L.A. Live (Rosé Suite) | BILT by Agassi & Reyes Launch Party | Fernando's Taco Inn,building | building | food,Building | Gym / Fitness | Tacos,1,0,0.142857143,0,0
20150130_275,3,1.42E+12,0,1,{tiliting=3| Unknown=3},0,34.04505,-118.264565,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,2,0,0.955974843,0,0
20150130_276,3,1.42E+12,0,1,{Unknown=5},0,34.045036,-118.264465,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_277,3,1.42E+12,0,0.666666687,{standing still=1| Unknown=2},0,34.04506,-118.264595,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_278,3,1.42E+12,0,0.200000003,{standing still=4| Unknown=1},0,34.04505,-118.26459,BILT by Agassi & Reyes Launch Party | Target Terrace - LA Live | Fernando's Taco Inn,building | shops | food,Gym / Fitness | Mall | Tacos,1,0,0,0,0
20150130_279,3,1.42E+12,0,0.5,{standing still=2| Unknown=2},0,34.045082,-118.26461,JW Marriot @ L.A. Live (Rosé Suite) | Fernando's Taco Inn | Target Terrace - LA Live,building | food | shops,Building | Tacos | Mall,1,0,0,0,0
20150130_280,3,1.42E+12,0,0.200000003,{standing still=4| Unknown=1},0,34.04507,-118.26448,JW Marriot @ L.A. Live (Rosé Suite) | BILT by Agassi & Reyes Launch Party | Target Terrace - LA Live,building | building | shops,Building | Gym / Fitness | Mall,1,0,0,0,0
20150130_281,3,1.42E+12,0,0,{standing still=5},0,34.045063,-118.26459,JW Marriot @ L.A. Live (Rosé Suite) | Fernando's Taco Inn | Target Terrace - LA Live,building | food | shops,Building | Tacos | Mall,1,0,0,0,0
20150130_282,3,1.42E+12,0,1,{Unknown=3},0,34.045063,-118.26453,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,0,0,0
20150130_283,3,1.42E+12,0,0,{standing still=4},0,34.0451,-118.264656,Fernando's Taco Inn | Rosa Mexicano | Target Terrace - LA Live,food | food | shops,Tacos | Mexican | Mall,1,0,0,0,0
20150130_284,3,1.42E+12,0,0.200000003,{standing still=4| tiliting=1},0,34.04503,-118.264496,BILT by Agassi & Reyes Launch Party | JW Marriot @ L.A. Live (Rosé Suite) | Target Terrace - LA Live,building | building | shops,Gym / Fitness | Building | Mall,1,0,1,0,0
20150131_1,0,1.42E+12,1,0.75,{standing still=1| Unknown=3},0,34.04501,-118.26456,BILT by Agassi & Reyes Launch Party | Target Terrace - LA Live | Fleming's Prime Steakhouse & Wine Bar,building | shops | food,Gym / Fitness | Mall | Steakhouse,1,0,0,0,0
20150131_4,0,1.42E+12,1,0.75,{standing still=2| tiliting=4| Unknown=2},0,34.044773,-118.26409,Fleming's Prime Steakhouse & Wine Bar | Target Terrace - LA Live | Caña Rum Bar,food | shops | nightlife,Steakhouse | Mall | Cocktail,2,0,13.36612022,0,0
20150131_5,0,1.42E+12,1,1.5,{in vehicle=1| tiliting=2| Unknown=3},0,34.045063,-118.264465,JW Marriot @ L.A. Live (Rosé Suite) | BILT by Agassi & Reyes Launch Party | Target Terrace - LA Live,building | building | shops,Building | Gym / Fitness | Mall,2,0,18.32142857,0,0
20150131_6,0,1.42E+12,1,0.75,{standing still=1| Unknown=3},0,34.044605,-118.26431,Variety's Power Of Comedy | the farm of beverly hills | The GRAMMY Museum,arts_entertainment | food | arts_entertainment,Comedy Club | American | Museum,1,0,0,0,0
20150131_7,0,1.42E+12,1,1,{Unknown=4},0,34.044636,-118.26424,Variety's Power Of Comedy | the farm of beverly hills | The GRAMMY Museum,arts_entertainment | food | arts_entertainment,Comedy Club | American | Museum,1,0,9.5,0,0
20150131_8,0,1.42E+12,1,1,{Unknown=4},0,34.044594,-118.26431,Variety's Power Of Comedy | the farm of beverly hills | The GRAMMY Museum,arts_entertainment | food | arts_entertainment,Comedy Club | American | Museum,1,0,0,0,0
20150131_9,0,1.42E+12,1,1.166666627,{standing still=1| tiliting=1| Unknown=2| walking=2},0,34.044308,-118.265785,SmashBurger | LA Live | Katsuya LA Live,food | arts_entertainment | food,Burgers | Entertainment | Sushi,1,0,0.5,0,0
20150131_10,0,1.42E+12,1,2.666666746,{standing still=1| in vehicle=2},0,34.04576,-118.26505,Lara Tacos El Guero - Food Truck | Rosa Mexicano | Residence Inn Los Angeles LA Live,food | food | travel,Food Truck | Mexican | Hotel,1,0,0,1,0
20150131_11,0,1.42E+12,1,1.899999976,{in vehicle=3| tiliting=6| Unknown=1},0,34.057014,-118.25375,Promenade Towers Deli | Space | Club 413,shops | arts_entertainment | building,Convenience Stores | Arcade | Residential,5,0,1.5,0,0
20150131_12,0,1.42E+12,1,2.133333445,{standing still=1| in vehicle=6| tiliting=8},0,34.080032,-118.261055,Redbox | Vons Parking Lot | Vons,shops | building | shops,Video Store | Parking | Supermarket,2,0,2.604166667,0,0
20150131_13,0,1.42E+12,1,2.5,{in vehicle=7| tiliting=7},0,34.080032,-118.261055,Redbox | Vons Parking Lot | Vons,shops | building | shops,Video Store | Parking | Supermarket,2,0,1.428571429,0,1
20150131_14,0,1.42E+12,1,2.099999905,{standing still=4| in vehicle=5| tiliting=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_15,0,1.42E+12,1,0.411764711,{standing still=10| tiliting=5| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,3.75,0,1
20150131_16,0,1.42E+12,1,1.142857194,{tiliting=3| walking=1| Unknown=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_17,0,1.42E+12,1,0.625,{standing still=3| tiliting=3| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,3.666666667,0,1
20150131_18,0,1.42E+12,1,0.200000003,{standing still=4| tiliting=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,12.55172414,0,1
20150131_19,0,1.42E+12,1,0.5,{standing still=4| tiliting=4},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,6.712328767,0,1
20150131_20,0,1.42E+12,1,0.333333343,{standing still=4| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,4,0,3.452380952,0,0
20150131_21,0,1.42E+12,1,0.166666672,{standing still=5| tiliting=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,0.819148936,0,0
20150131_22,0,1.42E+12,1,0.916666687,{standing still=1| tiliting=9| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,5.39869281,0,0
20150131_23,0,1.42E+12,1,0.666666687,{standing still=2| tiliting=2| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,5,0,5.880597015,0,0
20150131_24,0,1.42E+12,1,0.0625,{standing still=15| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,4,0,3.6,0,0
20150131_25,0,1.42E+12,1,0.400000006,{standing still=3| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,3.454545455,0,0
20150131_26,0,1.42E+12,1,0.428571433,{standing still=4| tiliting=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,0
20150131_27,0,1.42E+12,1,0.375,{standing still=5| tiliting=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,3.461538462,1,0
20150131_28,0,1.42E+12,1,0.714285731,{standing still=2| tiliting=4| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,5.760416667,1,0
20150131_130,1,1.42E+12,1,0,{standing still=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,1,0,1
20150131_131,1,1.42E+12,1,0,{standing still=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,36.05555556,0,1
20150131_132,1,1.42E+12,1,0.75,{standing still=2| tiliting=4| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,8.714285714,0,1
20150131_133,1,1.42E+12,1,0.333333343,{standing still=4| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,5.125,0,1
20150131_134,1,1.42E+12,1,0.5,{standing still=2| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_135,1,1.42E+12,1,0.400000006,{standing still=3| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_136,1,1.42E+12,1,0,{standing still=5},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_137,1,1.42E+12,1,0.5,{standing still=3| tiliting=2| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,12.94545455,0,1
20150131_138,1,1.42E+12,1,0,{standing still=4},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_139,1,1.42E+12,1,0,{standing still=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,11.904,0,1
20150131_140,1,1.42E+12,1,0,{standing still=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,26.94,0,1
20150131_141,1,1.42E+12,1,0.285714298,{standing still=5| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_142,1,1.42E+12,1,0.400000006,{standing still=3| tiliting=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0.2,0,1
20150131_143,1,1.42E+12,1,0,{standing still=6},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_144,1,1.42E+12,1,0,{standing still=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_145,2,1.42E+12,1,1,{tiliting=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,68.21126761,0,1
20150131_146,2,1.42E+12,1,0.75,{standing still=2| tiliting=4| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,80.53289474,0,1
20150131_147,2,1.42E+12,1,0.5,{standing still=4| tiliting=3| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,132.2674419,0,1
20150131_148,2,1.42E+12,1,0.25,{standing still=3| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,1
20150131_149,2,1.42E+12,1,0.714285731,{standing still=2| tiliting=3| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,36.36842105,0,2
20150131_150,2,1.42E+12,1,0,{standing still=5},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,30.61904762,0,2
20150131_151,2,1.42E+12,1,0.5,{standing still=3| tiliting=2| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,12.28378378,0,2
20150131_152,2,1.42E+12,1,0,{standing still=5},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,13.89534884,0,2
20150131_153,2,1.42E+12,1,0,{standing still=3},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,24,0,2
20150131_154,2,1.42E+12,1,0,{standing still=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,34.48717949,0,2
20150131_155,2,1.42E+12,1,0,{standing still=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,39.42647059,0,2
20150131_156,2,1.42E+12,1,0,{standing still=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,44.51694915,0,2
20150131_157,2,1.42E+12,1,0.25,{standing still=3| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,58.11510791,0,2
20150131_158,2,1.42E+12,1,0,{standing still=5},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,73.44936709,0,2
20150131_159,2,1.42E+12,1,0.5,{standing still=2| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,65.11337209,2,2
20150131_160,2,1.42E+12,1,0.625,{standing still=3| tiliting=4| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,3,0,74.36949153,0,2
20150131_161,2,1.42E+12,1,0.333333343,{standing still=4| tiliting=1| Unknown=1},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0,0,2
20150131_162,2,1.42E+12,1,0.75,{standing still=2| tiliting=4| Unknown=2},0,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,2,0,57.7260274,0,2
20150131_163,2,1.42E+12,1,0.666666687,{standing still=2| tiliting=2| Unknown=2},43,34.148987,-118.11838,Caliber Collision | Classic Collision Center Of Pasadena | Jerry's Tires,shops | shops | shops,Automotive | Automotive | Automotive,1,0,0.004524887,0,2
20150131_164,2,1.42E+12,1,1.5,{standing still=1| in vehicle=1| tiliting=1| Unknown=1},14,34.149307,-118.118515,Tony Appliances | Caliber Collision | Jerry's Tires,shops | shops | shops,Shop | Automotive | Automotive,1,0,0.0625,0,2
20150131_165,2,1.42E+12,1,4,{in vehicle=5},0,34.149967,-118.07152,Grassroots Campaigns Pasadena | AmazonDrops Organic Skin Care | Jackson Hewitt Tax Service,building | shops | shops,Non-Profit | Cosmetics | Financial / Legal,1,0,0,0,2
20150131_166,2,1.42E+12,1,4,{in vehicle=6},0,34.134422,-117.961845,Delafield Fluid Technologies | Delafield Integrated Systems | Chinese Sweat Shop,building | building | building,Office | Factory | Factory,1,0,0.25,0,2
20150131_167,2,1.42E+12,1,4,{in vehicle=4},0,34.10984,-117.98106,605 @ Arrow Hwy | Hanson Irwindale Plant | Summit Series Round 1 at Irwindale Expo Center Drag Strip,travel | building | shops,Travel | Factory | Athletics & Sports,1,0,0.583333333,0,2
20150131_168,2,1.42E+12,1,4,{in vehicle=5},0,34.10984,-117.98106,605 @ Arrow Hwy | Hanson Irwindale Plant | Summit Series Round 1 at Irwindale Expo Center Drag Strip,travel | building | shops,Travel | Factory | Athletics & Sports,1,0,0,0,2
20150131_169,2,1.42E+12,1,4,{in vehicle=5},16,34.10984,-117.98106,605 @ Arrow Hwy | Hanson Irwindale Plant | Summit Series Round 1 at Irwindale Expo Center Drag Strip,travel | building | shops,Travel | Factory | Athletics & Sports,1,0,0,0,2
20150131_170,2,1.42E+12,1,4,{in vehicle=4},0,34.10984,-117.98106,605 @ Arrow Hwy | Hanson Irwindale Plant | Summit Series Round 1 at Irwindale Expo Center Drag Strip,travel | building | shops,Travel | Factory | Athletics & Sports,1,0,0,0,2
20150131_171,2,1.42E+12,1,3.5,{in vehicle=5| tiliting=1},0,33.8598,-118.09672,S.H.A.P.E.S Brow Bar | Los Cerritos Center | AutoNation Toyota Cerritos,shops | shops | shops,Cosmetics | Mall | Car Dealer,1,0,112.5048544,0,2
20150131_172,2,1.42E+12,1,2.588235378,{in vehicle=9| tiliting=8},40,33.78476,-118.09025,AYSO @ Lee Elementary | oxygen party bar | I-405 / I-605 Interchange,arts_entertainment | arts_entertainment | travel,Soccer Field | Entertainment | Intersection,2,0,540.9222615,0,0
20150131_173,2,1.42E+12,1,2.875,{in vehicle=5| tiliting=3},0,33.716305,-117.96352,7-Eleven | Flawless Vapes & Supplies | SUBWAY,shops | shops | food,Convenience Stores | Smoke Shop | Sandwiches,2,0,2106.647799,0,0
20150131_174,2,1.42E+12,1,4,{in vehicle=6},0,33.716305,-117.96352,7-Eleven | Flawless Vapes & Supplies | SUBWAY,shops | shops | food,Convenience Stores | Smoke Shop | Sandwiches,1,0,0,0,0
20150131_175,2,1.42E+12,1,2,{standing still=1| in vehicle=4| tiliting=5| Unknown=1},18,33.65059,-117.843025,The Best Dorm Room Over | Otero | Cumbre,education | building | education,College & Education | Residential | Residence Hall,1,0,759.0264317,0,0
20150131_176,2,1.42E+12,1,1.363636374,{in vehicle=2| tiliting=15| Unknown=4| bicycle=1},0,33.65059,-117.843025,The Best Dorm Room Over | Otero | Cumbre,education | building | education,College & Education | Residential | Residence Hall,1,0,790.0169492,0,0
20150131_177,2,1.42E+12,1,1.399999976,{tiliting=1| walking=2| Unknown=2},178,33.64402,-117.83464,Melanie's room | Valimar - Middle Earth | Quenya - Middle Earth,education | education | education,Residence Hall | Residence Hall | Residence Hall,2,0,2.693290735,0,0
20150131_178,2,1.42E+12,1,0.625,{standing still=4| tiliting=3| walking=1},0,33.64401,-117.83466,Melanie's room | Valimar - Middle Earth | Quenya - Middle Earth,education | education | education,Residence Hall | Residence Hall | Residence Hall,3,0,14.56338028,0,0
20150131_179,2,1.42E+12,1,0.777777791,{standing still=2| tiliting=4| Unknown=3},158,33.643867,-117.83427,Irvine Main Office United States Postal Service | Melanie's room | Quenya - Middle Earth,building | education | education,Professional | Residence Hall | Residence Hall,2,0,3.431137725,0,0
20150131_180,2,1.42E+12,1,3.25,{in vehicle=3| Unknown=1},0,33.6449,-117.83051,UCI Extended Day | Bama And Lynchee's Department | Main Campus Shuttle Stop - ARC,education | building | travel,Education | Residential | Bus,1,0,0,0,0
20150131_181,2,1.42E+12,1,4,{in vehicle=5},0,33.642994,-117.83123,Trash House | Rabbit Corridor | Soho Taco,building | parks_outdoors | food,Residential | Other Outdoors | Food Truck,1,0,0,0,0
20150131_182,2,1.42E+12,1,2,{standing still=2| in vehicle=2},0,33.642994,-117.83123,Trash House | Rabbit Corridor | Soho Taco,building | parks_outdoors | food,Residential | Other Outdoors | Food Truck,1,0,0,0,0
20150131_183,2,1.42E+12,1,3.5,{in vehicle=5| tiliting=1},0,33.61209,-117.865364,Harbor View Car Care | Mobil | Armen Designs,shops | shops | shops,Automotive | Gas Station / Garage | Jewelry,1,0,194.6521739,0,0
20150131_184,2,1.42E+12,1,2.166666746,{in vehicle=6| tiliting=6| walking=3| Unknown=3},69,33.632732,-117.82968,Sepulveda Vista Point Neighborhood Park | Tarbut V'Torah School | Naked Truth,parks_outdoors | building | building,Park | School | Church,6,0,1334.796448,0,0
20150131_185,2,1.42E+12,1,4,{in vehicle=4},0,33.664024,-117.825905,Mags Donut & Bakery | University Park Center Cleaners | University Park Center,food | shops | shops,Donuts | Laundry | Mall,1,0,0.40625,0,0
20150131_186,2,1.42E+12,1,1.166666627,{tiliting=1| walking=1| Unknown=4},196,33.633537,-117.832466,Lumen 1.29 | The Point at Mariners Church | Identity Conference (Mariners Church),building | building | education,Convention Center | Church | Education,1,0,0.026666667,0,0
20150131_187,2,1.42E+12,1,1.25,{walking=1| Unknown=3},110,33.664288,-117.825096,Hen House Grill | Wholesome Choice Market | Wells Fargo,food | shops | building,Middle Eastern | Supermarket | Building,1,0,0,0,0
20150131_188,2,1.42E+12,1,1.25,{walking=1| Unknown=3},196,33.664345,-117.82544,Wholesome Choice Market | Hen House Grill | Mon Cheri Salon & Spa,shops | food | shops,Supermarket | Middle Eastern | Salon / Barbershop,1,0,0,0,0
20150131_189,2,1.42E+12,1,0.600000024,{standing still=3| Unknown=1| walking=1},105,33.66429,-117.82541,Wholesome Choice Market | Mon Cheri Salon & Spa | Hen House Grill,shops | shops | food,Supermarket | Salon / Barbershop | Middle Eastern,1,0,0,0,0
20150131_190,2,1.42E+12,1,0.400000006,{standing still=3| tiliting=1| Unknown=1},0,33.66429,-117.82541,Wholesome Choice Market | Mon Cheri Salon & Spa | Hen House Grill,shops | shops | food,Supermarket | Salon / Barbershop | Middle Eastern,2,0,537.8224852,0,0
20150131_191,2,1.42E+12,1,0.400000006,{standing still=3| Unknown=2},0,33.664627,-117.82532,Hen House Grill | Wholesome Choice Market | Wells Fargo,food | shops | building,Middle Eastern | Supermarket | Building,5,0,528.1122715,0,0
20150131_192,2,1.42E+12,1,0.714285731,{standing still=2| tiliting=3| Unknown=2},116,33.664394,-117.82539,Wholesome Choice Market | Hen House Grill | Mon Cheri Salon & Spa,shops | food | shops,Supermarket | Middle Eastern | Salon / Barbershop,2,0,421.3701657,0,0
20150131_193,2,1.42E+12,1,1,{standing still=2| tiliting=2| Unknown=1| walking=2},240,33.664917,-117.826675,University Park Playground | Bank of the West | Carl's Jr.,parks_outdoors | shops | food,Playground | Bank | Fast Food,1,0,0.018518519,0,0
20150131_194,2,1.42E+12,1,1,{standing still=1| walking=1| Unknown=2},167,33.66383,-117.8259,Class 302 三年2班 | SUBWAY | Crown Ace Hardware,food | food | shops,Taiwanese | Sandwiches | Hardware,1,0,0.022522523,0,0
20150131_195,2,1.42E+12,1,1.375,{walking=1| standing still=1| in vehicle=1| tiliting=3| Unknown=2},68,33.66395,-117.8259,Mags Donut & Bakery | University Park Center Cleaners | University Park Center,food | shops | shops,Donuts | Laundry | Mall,1,0,0.066037736,0,0
20150131_196,2,1.42E+12,1,2.714285612,{in vehicle=4| tiliting=3},0,33.651295,-117.83111,Berkeley Pool | Columbia Court | Regents Point,nightlife | education | building,Beach Bar | Residence Hall | Building,4,0,66.14705882,0,0
20150131_197,2,1.42E+12,1,0.75,{in vehicle=2| standing still=9| tiliting=1},0,33.644104,-117.83431,Verano Place | Melanie's room | Irvine Main Office United States Postal Service,education | education | building,Residence Hall | Residence Hall | Professional,1,0,0.6,0,0
20150131_198,2,1.42E+12,1,0.833333313,{standing still=2| tiliting=1| walking=1| Unknown=2},59,33.64403,-117.8347,Melanie's room | Valimar - Middle Earth | Quenya - Middle Earth,education | education | education,Residence Hall | Residence Hall | Residence Hall,1,0,0.107843137,0,0
20150131_199,2,1.42E+12,1,0.571428597,{standing still=3| tiliting=3| Unknown=1},0,33.64402,-117.83466,Melanie's room | Quenya - Middle Earth | 111,education | education | building,Residence Hall | Residence Hall | Residential,2,0,5.111111111,0,0
20150131_200,2,1.42E+12,1,0.571428597,{standing still=3| tiliting=3| Unknown=1},0,33.644016,-117.83469,Melanie's room | Valimar - Middle Earth | Quenya - Middle Earth,education | education | education,Residence Hall | Residence Hall | Residence Hall,2,1,6.923611111,0,0
